Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / 日本,Status
７月１３日-月-最終発送-農薬不使用ミルフィーユスイートコーン１本-約350g-個体差があります,【今だけ】農薬不使用スイートコーン『甘々娘』＊約300g（６月末〜７月頭頃発送予定＊前倒し可能性有）,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">重量（目安）：約３００g<br></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">種別：農薬不使用</span></p>
<p data-mce-fragment=""1"">配送：夏期常温配送可ですが、常温配送は糖度が落ちる可能性があります。</p>
<p data-mce-fragment=""1""><meta charset=""utf-8""><span data-mce-fragment=""1"">甘々娘（かんかんむすめ）は糖度１７〜１８度とフルーツの様にジューシーな甘さが特長です＾＾</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">皮もしっかりしているのでシャキシャキ感も楽しめます。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">地元、阿波市・吉野川市は地味に甘々娘の西日本一の産地なんです。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">生でももちろん皮が黒く焦げるまで焼いてみて下さい＾＾</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">コーン油があるだけに栄養価も◎。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">リノール酸（多価不飽和脂肪酸）やオレイン酸（一価不飽和脂肪酸）を沢山含みビタミンB群も豊富です。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">暑い夏を乗り切るエネルギーの補給にスイートコーンを是非どうぞ＾＾</span></p>
<p data-mce-fragment=""1""><meta charset=""utf-8""><span data-mce-fragment=""1"">▽とうもろこし/トウモロコシ/玉蜀黍/スイートコーン/かんかんむすめ/甘々娘</span></p>",阿波ツクヨミファーム,食品・飲料 > 食品 > 野菜・果物 > 野菜・冷凍野菜 > トウモロコシ,実の野菜・豆類,"6月が旬, 7月が旬, 8月が旬, 化学農薬化学肥料不使用",false,サイズ,1本（約300g）,,,,,"",350.0,shopify,-10,deny,manual,220,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/mirufiyu_sweetcone_hakoiri.jpg?v=1611658600,1,,false,,,,,,,,,,,,,,,g,,,true,draft
harunonanakusaset,春の七草セット【１月６日発送分のみ】,"人日の節句（１月７日）の朝に、７種の野菜が入った「七草粥」を食べると邪気を払い万病を除くと古くから言い伝えられてきた風習があります＾＾<br data-mce-fragment=""1"">本来は旧暦の節句なので現在の２月辺りに行われていた行事です。<br data-mce-fragment=""1"">新暦のこの時期では七草を摘むのは時期が早いため容易ではありません。<br data-mce-fragment=""1""><br data-mce-fragment=""1"">【春の七草】<br data-mce-fragment=""1"">ほとけのざ（仏の座）、なずな（薺）、はこべ（繁縷）、ごぎょう（御形）、せり（芹）、すずしろ（蘿蔔）＝だいこん（大根）、すずな（菘）＝かぶ（蕪）<br data-mce-fragment=""1"">が春の七草と言われています＾＾",阿波ツクヨミファーム,,葉物野菜・茎の野菜,"12月が旬, 1月が旬, 化学農薬化学肥料不使用",false,Title,Default Title,,,,,harunonanakusaset,200.0,shopify,0,deny,manual,440,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/haru_no_nanakusa_set.jpg?v=1611660770,1,,false,,,,,,,,,,,,,,,g,,,true,draft
yomogi,天然よもぎ（未調整・選別・乾燥）＊１０g〜５００g,"<meta charset=""utf-8"">
<p><span data-mce-fragment=""1"">重量（目安）：500g（未調整）、25</span><span data-mce-fragment=""1"">0g（選別）、10g（乾燥）</span></p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1"">種別：天然<br data-mce-fragment=""1""><br data-mce-fragment=""1"">配送：3/20〜10/20の期間は要冷蔵配送です。</p>
<p><span data-mce-fragment=""1""></span>非常にたくさんのβ-カロテンや鉄分を含み、止血薬とも用いられたヨモギはビタミンKも豊富です。<br data-mce-fragment=""1"">クロロフィルや不溶性食物繊維、健康的な細胞の約１００倍もの癌細胞を選択的に死滅させることができるだけでなく、抗がん剤よりも３４,０００倍も正確に癌細胞だけを死滅させることができるといわれるアルテミシニンも含まれています。</p>
<p>▽よもぎ/ヨモギ/蓬</p>",阿波ツクヨミファーム,,葉物野菜・茎の野菜,"3月が旬, 4月が旬, 5月が旬, 化学農薬化学肥料不使用",true,種類,生よもぎ（未調整）500g,,,,,yomogi-nama,500.0,shopify,87,deny,manual,300,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/yomogi.jpg?v=1611659815,1,,false,,,,,,,,,,,,,,,g,,,true,active
yomogi,,,,,,,,,生よもぎ（選別）250g,,,,,"",250.0,shopify,95,deny,manual,600,,true,true,"",,,,,,,,,,,,,,,,,,,g,,,,
yomogi,,,,,,,,,乾燥よもぎ10g,,,,,"",30.0,shopify,7,deny,manual,300,,true,true,"",,,,,,,,,,,,,,,,,,,g,,,,
こごみ-50g-重量は多少変わる場合がございます,こごみ,"【４月〜１０月はクール便のご利用をお願いいたします。】<br data-mce-fragment=""1"">配送料・配送に関してはこちら<br data-mce-fragment=""1"">http://atf.thebase.in/items/210420<br data-mce-fragment=""1""><br data-mce-fragment=""1"">吉野川市産のこごみです。<br>",阿波ツクヨミファーム,,葉物野菜・茎の野菜,"4月が旬, 5月が旬",false,Title,Default Title,,,,,"",50.0,,0,deny,manual,216,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/kogomi.jpg?v=1611658631,1,,false,,,,,,,,,,,,,,,g,,,true,draft
天然ワラビ-150g,天然ワラビ＊150g,天然ワラビです。<br>,阿波ツクヨミファーム,,葉物野菜・茎の野菜,"2月が旬, 3月が旬, 4月が旬, 化学農薬化学肥料不使用",true,Title,Default Title,,,,,"",150.0,shopify,97,deny,manual,330,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/warabi.jpg?v=1611660398,1,,false,,,,,,,,,,,,,,,g,,,true,active
欠品可能性有-お任せ山菜セット-約500g-重量は内容により変動いたします,お任せ山菜セット（重量は内容により変動いたします。）,"<p>たらの芽、ふきのとう、うど、ふき、うるい、こごみ、わらび、ぜんまいの中からお任せで山菜セットをお届けします。<br data-mce-fragment=""1"">春の訪れとともに出回り始める山菜。<br data-mce-fragment=""1"">独特の苦みと香りを楽しめるのは春先だけです＾＾</p>",阿波ツクヨミファーム,,葉物野菜・茎の野菜,"3月が旬, 4月が旬, 5月が旬, 6月が旬, 化学農薬化学肥料不使用",false,Title,Default Title,,,,,"",500.0,,-10,deny,manual,1100,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/omakase_sansai_set.jpg?v=1611658189,1,,false,,,,,,,,,,,,,,,g,,,true,draft
ズイキ-1kg-重量は多少変わる場合がございます,ズイキ,"【４月〜１０月はクール便のご利用をお願いいたします。】<br data-mce-fragment=""1"">配送料・配送に関してはこちら<br data-mce-fragment=""1"">http://atf.thebase.in/items/210420<br data-mce-fragment=""1""><br data-mce-fragment=""1"">地元、阿波市・吉野川市産の芋茎です。<br>",阿波ツクヨミファーム,,葉物野菜・茎の野菜,"6月が旬, 7月が旬, 8月が旬, 9月が旬",false,Title,Default Title,,,,,"",1000.0,,0,deny,manual,200,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/zuiki.jpg?v=1611659218,1,,false,,,,,,,,,,,,,,,g,,,true,draft
三つ葉-100g,三つ葉,"【４月〜１０月はクール便のご利用をお願いいたします。】<br data-mce-fragment=""1"">配送料・配送に関してはこちら<br data-mce-fragment=""1"">http://atf.thebase.in/items/210420<br data-mce-fragment=""1""><br data-mce-fragment=""1"">シャキッと清々しい香りの三つ葉。<br data-mce-fragment=""1"">アイスプラントも育てている阿波市の岡田さんが育てています＾＾<br>",阿波ツクヨミファーム,,葉物野菜・茎の野菜,"3月が旬, 4月が旬",false,Title,Default Title,,,,,"",100.0,,0,deny,manual,180,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/mitsuba.jpg?v=1611659799,1,,false,,,,,,,,,,,,,,,g,,,true,draft
sweetbasil,自然農バジル＊50g,"重量（目安）：50g<br data-mce-fragment=""1""><br data-mce-fragment=""1"">種別：自然農<br data-mce-fragment=""1""><br data-mce-fragment=""1"">配送：3/20〜10/20の期間は要冷蔵配送です。<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>【トマトとチーズと合わせれば、その一品で一気にテーブルが華やかに！】</strong><br data-mce-fragment=""1"">イタリア料理には欠かせないバジル。特にトマトとの相性は抜群！<br data-mce-fragment=""1"">パスタやピザ、サラダに散らすだけでグッと香り豊かで上品な味わいに。<br data-mce-fragment=""1""><br data-mce-fragment=""1"">鎮静作用や健胃作用があり、身体を内部からリラックスさせてくれます。<br data-mce-fragment=""1"">近年の研究では、抗ガン作用もあることが分かってきています。<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>【保存方法】</strong><br data-mce-fragment=""1"">生で保存する場合は、茎部分をコップなどで水につけ、涼しいところで置いておくのがベター。<br data-mce-fragment=""1"">冷蔵庫に入れると、黒ずみやすくなりますので注意が必要です。<br data-mce-fragment=""1"">細かくペースト状にして冷凍保存をすることでパスタソースなどに使い勝手がよくなりますので、こちらもおすすめです。<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>【商品補足】</strong><br data-mce-fragment=""1"">トゥルシー（ホーリーバジル）は、乾燥はハーブティー、生はガパオライスなんかに使われているバジルです。<br data-mce-fragment=""1"">ぜひ一度お試しください。<br data-mce-fragment=""1""><br data-mce-fragment=""1"">▽バジル/スイートバジル/トゥルシー/ホーリーバジル",阿波ツクヨミファーム,食品・飲料 > 食品 > 野菜・果物 > 野菜・冷凍野菜 > 葉物野菜,葉物野菜・茎の野菜,"7月が旬, 8月が旬, 9月が旬, 化学農薬化学肥料不使用",false,素材,スイートバジル５０g,,,,,c-si-basil,100.0,shopify,-10,deny,manual,180,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/bajiru.jpg?v=1634345195,1,,false,,,,,,,,,,,,,,,g,,,true,draft
sweetbasil,,,,,,,,,生トゥルシー（ホーリーバジル）５０g,,,,,"",50.0,shopify,10,deny,manual,220,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/1FA4AAF0-854C-4094-9589-DD8FF99583F6.jpg?v=1634345195,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0515/4045/9679/products/1FA4AAF0-854C-4094-9589-DD8FF99583F6.jpg?v=1634345195,g,,,,
sweetbasil,,,,,,,,,乾燥トゥルシー（ホーリーバジル）１０g,,,,,"",10.0,shopify,-10,deny,manual,220,,true,true,"",,,,,,,,,,,,,,,,,,,g,,,,
akashiso,赤シソ（自然農・農薬不使用）＊200〜350g,"<p>重量（目安）：200g（枝無し）、350g（枝付き）<br data-mce-fragment=""1""><br data-mce-fragment=""1"">種別：自然農、農薬不使用<br data-mce-fragment=""1""><br data-mce-fragment=""1"">配送：3/20〜10/20の期間は要冷蔵配送です。<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>【漢方にも使われる知られざる超栄養食材？！】</strong><br data-mce-fragment=""1"">赤しそは、漢方医学では蘇葉と呼ばれ、広く利用されています。<br data-mce-fragment=""1"">カロテンをはじめ、ビタミンB群やビタミンE、Kなども他の野菜に比べ、抜群にたくさん含んでいます。</p>
<p>定番の梅干しづくりはもちろん、赤紫蘇ジュースづくりにも人気です♪<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>【保存方法】</strong><br data-mce-fragment=""1"">枝付きの場合は、根もとをバケツなどで水に浸かるようにし、涼しいところに置いておきます。<br data-mce-fragment=""1"">葉のみの場合は、袋のまま野菜室で保存するのがよいかと思います。<br data-mce-fragment=""1"">新鮮なものはより香り豊かとなりますので、早めに使い切るのが最適です。<br data-mce-fragment=""1""><br data-mce-fragment=""1"">▽赤紫蘇/赤しそ/赤シソ/あかしそ/アカシソ</p>",阿波ツクヨミファーム,食品・飲料 > 食品 > 野菜・果物 > 野菜・冷凍野菜 > 葉物野菜,葉物野菜・茎の野菜,"6月が旬, 7月が旬, 化学農薬化学肥料不使用",true,サイズ,自然農350g（枝付き）,,,,,c-si-shiso-aka,350.0,shopify,0,deny,manual,400,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/akashiso.jpg?v=1611662279,1,,false,,,,,,,,,,,,,,,g,,,true,active
akashiso,,,,,,,,,農薬不使用200g（枝無し）,,,,,c-mu-shiso-aka,200.0,shopify,8,deny,manual,400,,true,true,"",,,,,,,,,,,,,,,,,,,g,,,,
ao-shiso,青シソ＊２０枚（自然農・農薬不使用）,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">重量（目安）：約10g（重量はおおよその目安です。枚数を20枚以上にてお届けいたします。）<br><br>種別：自然農、農薬不使用<br><br>配送：3/20〜10/20の期間は要冷蔵配送です。<br><br><strong>【香り豊かなジャパニーズハーブを心ゆくまでお楽しみください！】</strong><br>食欲をそそる清々しい香りはペリアルデヒトと呼ばれる芳香成分。<br>刺身のツマに用いられたりと強い防腐・殺菌作用を持っています。<br>βカロテンは人参をはるかに超え、ヨモギやアシタバの２倍以上、ビタミンB群にビタミンE、ビタミンK、鉄分にカルシウムなどバランス良く抜群に沢山含んでいます。<br>薬味以外にも、毎日のサラダに細切りで入れて頂くとアクセントになり美味しいです。<br>バジルの代わりに和風のジェノベーゼソースにしたり、<br>お肉や魚に巻いて、焼き物、揚げ物、蒸し物の仕上げに。<br>少しづつでも積極的に摂って欲しい日本の代表的なハーブです。<br><br><strong>【保存方法】</strong><br>乾きやすいため、軸の部分のみ水に浸かるようにして野菜室に入れておくのがベスト。<br>余ったものは冷凍して必要なときに薬味としてサッとかけるのも便利。<br><br>▽あおしそ/アオシソ/青シソ/青紫蘇/大葉</p>",阿波ツクヨミファーム,,葉物野菜・茎の野菜,"6月が旬, 7月が旬, 8月が旬, 化学農薬化学肥料不使用",true,種類,自然農,,,,,"",10.0,shopify,-9,deny,manual,180,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/aoshiso.jpg?v=1611662304,1,,false,,,,,,,,,,,,,,,g,,,true,active
ao-shiso,,,,,,,,,農薬不使用,,,,,"",10.0,shopify,981,deny,manual,180,,true,true,"",,,,,,,,,,,,,,,,,,,g,,,,
イタリアンパセリ-約５０g,イタリアンパセリ,"＊イタリアン葉っパセリは生育中です＊<br data-mce-fragment=""1"">阿波ツクヨミファームで育てているイタリアンパセリです。<br data-mce-fragment=""1"">農薬、肥料を使わず、落ち葉だけで育ちました。<br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1"">一般的な縮れ葉のパセリと比べ苦味が少なく、歯ざわりが柔らかく食べやすいイタリアンパセリ！<br data-mce-fragment=""1""><br data-mce-fragment=""1"">独特の香りで香味野菜としてスープやサラダ、ソースやドレッシングなどにオススメです。<br>",阿波ツクヨミファーム,,葉物野菜・茎の野菜,"10月が旬, 11月が旬, 3月が旬, 4月が旬, 5月が旬, 9月が旬",false,素材,減農薬,,,,,"",50.0,,0,deny,manual,165,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/iralian_paseri.jpg?v=1611658892,1,,false,,,,,,,,,,,,,,,g,,,true,draft
イタリアンパセリ-約５０g,,,,,,,,,自然農,,,,,"",50.0,,0,deny,manual,165,,true,true,"",,,,,,,,,,,,,,,,,,,g,,,,
parsley,パセリ（自然農・減農薬）,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">重量（目安）：<span data-mce-fragment=""1"" mce-data-marked=""1"">50g</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">種別：自然農、減農薬</span></p>
<p data-mce-fragment=""1"">配送：4/1〜10/31の期間は必ず冷蔵便をお選びください。11/1〜3/31の期間は常温便と冷蔵便のどちらをお選びいただいても問題ございません。</p>
<p>＊葉っパセリは生育中です＊<br data-mce-fragment=""1"">阿波ツクヨミファームで育てているパセリです。<br data-mce-fragment=""1"">農薬、肥料を使わず、落ち葉だけで育ちました。<br data-mce-fragment=""1""><br data-mce-fragment=""1"">料理の付け合わせや飾りだけの脇役じゃありません！<br data-mce-fragment=""1"">おひたしや卵とじにすると臭みも消えて食べやすくなり主役級に輝きます！<br></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">▽パセリ</span></p>",阿波ツクヨミファーム,,葉物野菜・茎の野菜,"10月が旬, 11月が旬, 3月が旬, 4月が旬, 5月が旬, 9月が旬",false,素材,減農薬,,,,,parsley-gen,50.0,shopify,0,deny,manual,180,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/paseri.jpg?v=1611659535,1,,false,,,,,,,,,,,,,,,g,,,true,draft
parsley,,,,,,,,,自然農,,,,,parsley-ji,50.0,shopify,0,deny,manual,180,,true,true,"",,,,,,,,,,,,,,,,,,,g,,,,
celery,セロリ（減農薬）,"<meta charset=""utf-8""><span data-mce-fragment=""1"">重量（目安）：250〜300g</span>
<p data-mce-fragment=""1""><br data-mce-fragment=""1"">種別：減農薬<br data-mce-fragment=""1""><br data-mce-fragment=""1"">配送：4/1〜10/31の期間は必ず冷蔵便をお選びください。11/1〜3/31の期間は常温便と冷蔵便のどちらをお選びいただいても問題ございません。<br data-mce-fragment=""1""></p>
<span data-mce-fragment=""1""></span>うまいカレー作れます。<br data-mce-fragment=""1"">ローストビーフ、スープにもオススメ、もちろん生でマヨネーズ、シンプルに塩のみも。<br data-mce-fragment=""1"">ピクルスも一度食べたら止まらない大人味。<br data-mce-fragment=""1"">茎も葉っぱも丸ごと食べて欲しいさわやかセロリ。<br data-mce-fragment=""1"">『鎮静作用』『食欲増進』『整腸作用』<br data-mce-fragment=""1"">収穫時も香りに癒されます。<br>",阿波ツクヨミファーム,,葉物野菜・茎の野菜,化学農薬化学肥料不使用,false,素材,農薬不使用,,,,,celery-mu,200.0,shopify,-100,deny,manual,220,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/serori.jpg?v=1611662430,1,,false,,,,,,,,,,,,,,,g,,,true,draft
celery,,,,,,,,,減農薬,,,,,celery-gen,300.0,shopify,99971,deny,manual,220,,true,true,"",,,,,,,,,,,,,,,,,,,g,,,,
自然農ニンニクの芽-100g,【今だけ】自然農ニンニクの芽＊100g,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">重量（目安）：</span><meta charset=""utf-8""><span data-mce-fragment=""1"">100g</span></p>
<p><span data-mce-fragment=""1""><meta charset=""utf-8"">種別：自然農</span></p>
<p><span data-mce-fragment=""1""><meta charset=""utf-8"">配送：常温便でも大丈夫です</span></p>
<p>お腹を直撃する匂いがたまらない。<br data-mce-fragment=""1"">ニンニク収穫前の今だけのお楽しみ。<br></p>
<p>レシピは色々どれも美味しそう！<br>是非色々と検索してみてください＾＾</p>
<p><meta charset=""utf-8""><span>▽にんにくの芽/ニンニクの芽/大蒜の芽/にんにくのめ/ニンニクノメ</span></p>",阿波ツクヨミファーム,,葉物野菜・茎の野菜,"5月が旬, 6月が旬, 化学農薬化学肥料不使用, 夏期常温配送OK！",false,Title,Default Title,,,,,"",100.0,shopify,905,deny,manual,220,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/ninniku_no_me.jpg?v=1611661770,1,,false,ninniku-no-me,,,,,,,,,,,,,,g,,,true,draft
nira,ニラ（自然農・減農薬）＊100g,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">重量（目安）：100g<br><br>種別：自然農・減農薬<br><br>配送：3/20〜10/20の期間は要冷蔵便です。<br><br><strong>【ニラ特有の香りが食欲をそそる！疲労回復や滋養強壮にも♪】</strong><br>香りのもとは、硫化アリルの一種であるアリシンという成分。<br>これがビタミンB群の吸収を助け、疲れを取りやすくする効果を発揮します！<br><br>餃子やレバニラ、鍋物のアクセントなどに幅広くお使いいただけるかと思います！<br>みずみずしいツクヨミ自慢のニラを一度ご賞味ください。<br><br><strong>【保存方法】</strong><br>葉が折れると傷みやすくなりますので、まっすぐにした状態で袋につつみ、野菜室へ。<br>立てた状態で保管できれば尚よしです！<br>ニラ玉など、加熱調理を前提とすれば冷凍保存も可能です。<br><br><strong>【商品補足】</strong><br>自然農のニラは100g、減農薬のニラは100g以上です。<br><br>▽にら/ニラ/韮</p>",阿波ツクヨミファーム,食品・飲料 > 食品 > 野菜・果物 > 野菜・冷凍野菜 > 葉物野菜,葉物野菜・茎の野菜,化学農薬化学肥料不使用,true,素材,減農薬,,,,,"",100.0,shopify,970,deny,manual,220,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/nira.jpg?v=1611662464,1,,false,,,,,,,,,,,,,,,g,,,true,active
nira,,,,,,,,,自然農,,,,,"",150.0,shopify,977,deny,manual,220,,true,true,"",,,,,,,,,,,,,,,,,,,g,,,,
asparagus,農薬不使用アスパラガス＊100g,"<p>重量（目安）：100g<br data-mce-fragment=""1""><br data-mce-fragment=""1"">種別：農薬不使用農<br data-mce-fragment=""1""><br data-mce-fragment=""1"">配送：3/20〜10/20の期間は要冷蔵配送です。<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>【サクサク食感！鮮やかライトグリーンが料理を華やかにします♪】</strong><br data-mce-fragment=""1"">サクサク、シャキシャキの食感がたまらないアスパラガス！<br data-mce-fragment=""1"">シンプルに茹でてマヨネーズをディップするだけで至福の瞬間♪<br data-mce-fragment=""1"">バターソテー、パスタ、天ぷら、卵とじなど使い勝手のよさもアスパラの人気の秘密。<br data-mce-fragment=""1""><br data-mce-fragment=""1"">アミノ酸の一種であり、栄養ドリンクにもよく含まれる「アスパラギン酸」は、新陳代謝を促し、疲労回復やスタミナ増強に効果があり！<br data-mce-fragment=""1"">また、利尿作用により、腎臓や肝臓の機能回復にも効果があると言われています。<br data-mce-fragment=""1"">アスパラガスは下茹ですることが多いですが、茹でても栄養素がほとんど流出しないという特徴があるのも嬉しいところ！<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>【保存方法】</strong><br data-mce-fragment=""1"">乾燥しないように袋やラップで包み、できるだけ立てた状態で保存すると比較的長持ちします。<br data-mce-fragment=""1"">食感は少なくなってしまいますが、冷凍保存も可能です。<br data-mce-fragment=""1"">その場合は、簡単に下茹でしてから適当な長さにカットし、冷凍庫で保存しましょう。<br data-mce-fragment=""1""><br data-mce-fragment=""1"">▽アスパラガス/あすぱらがす/オランダキジカクシ<br><meta charset=""utf-8""></p>",阿波ツクヨミファーム,,葉物野菜・茎の野菜,"5月が旬, 6月が旬, 化学農薬化学肥料不使用",true,素材,自然農,,,,,"",100.0,shopify,0,deny,manual,280,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/asupara_1.jpg?v=1611658857,1,,false,,,,,,,,,,,,,,,g,,,true,active
asparagus,,,,,,,,,農薬不使用＊100g,,,,,"",100.0,shopify,983,deny,manual,300,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/asupara_2.jpg?v=1611658857,2,,,,,,,,,,,,,,,,,g,,,,
asparagus,,,,,,,,,農薬不使用＊１kg,,,,,"",1000.0,shopify,998,deny,manual,2800,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/asupara_3.jpg?v=1611658857,3,,,,,,,,,,,,,,,,,kg,,,,
自然農蕾菜-祝蕾-150g,自然農蕾菜（祝蕾）,"<meta charset=""utf-8""><span data-mce-fragment=""1"">重量（目安）：150g</span>
<p data-mce-fragment=""1""><br data-mce-fragment=""1"">種別：自然農<br data-mce-fragment=""1""><br data-mce-fragment=""1"">配送：4/1〜10/31の期間は必ず冷蔵便をお選びください。11/1〜3/31の期間は常温便と冷蔵便のどちらをお選びいただいても問題ございません。<br data-mce-fragment=""1""></p>
<p><span data-mce-fragment=""1""></span>蕾菜はからし菜の仲間で生だとほんのり辛味とコリコリ食感がとても美味しく、サラダにもグーです。<br data-mce-fragment=""1"">春を思わせる形は印象的で旬の時期は旧正月（春節）頃から。<br data-mce-fragment=""1"">祝蕾という別名もあります。<br data-mce-fragment=""1"">バターもよし、ニンニクを効かせたオリーブオイルでイタリアン、パスタの具にも持ってこいです。<br data-mce-fragment=""1"">天ぷらに和え物、スープの具や味噌汁にも。<br data-mce-fragment=""1"">炒めて、揚げて、煮て良しの和洋中万能選手。<br data-mce-fragment=""1"">加熱することで甘味も出てきます。<br data-mce-fragment=""1"">火の通りが早いので下茹で等必要ありません。<br data-mce-fragment=""1"">栄養価も豊富。<br data-mce-fragment=""1"">β-カロテンにビタミンＥ、１日10～20mgで血圧降下作用や精神の安定に効果があると言われているγ-アミノ酪酸（GABA）含量は、100g中に40mgも含まれています。<br></p>
<p>▽つぼみな/蕾菜/祝蕾/しゅくらい</p>",阿波ツクヨミファーム,,葉物野菜・茎の野菜,"2月が旬, 3月が旬, 化学農薬化学肥料不使用",false,Title,Default Title,,,,,"",150.0,,-2,deny,manual,220,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/tsubomina.jpg?v=1611662216,1,,false,,,,,,,,,,,,,,,g,,,true,draft
ノ-ラ-ボーナ-150g,ノ・ラ・ボーナ,"のらぼう菜は江戸時代後期に江戸近郊で栽培された在来種です。<br data-mce-fragment=""1"">蕾にも苦みやクセが少なく、ほのかな甘みの茎が美味しい野菜です。<br data-mce-fragment=""1"">キャベツとアブラナのハーフで、ちょっと変わったタイプの遺伝子構成を持つのでやたら交雑するアブラナ科の中ではとても純粋なコです。<br data-mce-fragment=""1"">化学農薬、化学肥料を利用せずに育ちました。<br>",阿波ツクヨミファーム,,葉物野菜・茎の野菜,"3月が旬, 4月が旬, 化学農薬化学肥料不使用",false,Title,Default Title,,,,,"",150.0,,0,deny,manual,180,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/norabona.jpg?v=1611659448,1,,false,,,,,,,,,,,,,,,g,,,true,draft
ほんのりプチ塩アイスプラント-100g,ほんのりプチ塩アイスプラント,"プチっとサクサクした食感でほんのり塩味のアイスプラントは、南アフリカの砂漠生まれ。<br data-mce-fragment=""1"">フランス料理などにも利用される高級食材としても知られています。<br data-mce-fragment=""1"">ツナ（お好みでマヨ）と和えるのが鉄板です＾＾<br data-mce-fragment=""1"">メタボにミオイノシトール、ピニトール。<br data-mce-fragment=""1"">カリウム、βカロテン、SOD酵素に、ミネラルの吸収を助けるクエン酸と栄養も満点、スムージーにもオススメです＾＾<br>",阿波ツクヨミファーム,,葉物野菜・茎の野菜,"化学農薬化学肥料不使用, 通年",false,Title,Default Title,,,,,"",100.0,,0,deny,manual,300,333,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/aisu_plant.jpg?v=1611658804,1,,false,,,,,,,,,,,,,,,g,,,true,draft
